41,25,34,39,47,64,62,106,117,112,94,87,92,97,101,101,109,89,126
40,25,34,39,47,64,62,105,116,112,94,85,91,95,101,99,109,89,126
40,25,34,39,47,63,62,104,115,112,94,85,90,94,99,99,108,89,124
40,25,34,39,47,63,60,103,114,112,94,85,88,94,97,99,108,88,123
40,25,34,39,46,63,60,102,113,112,92,85,86,93,97,99,106,88,123
40,25,34,39,46,63,60,102,111,111,92,83,86,93,95,97,105,88,123
40,25,34,39,46,63,60,101,111,111,92,83,85,90,95,95,103,87,123
40,25,33,39,46,62,60,101,110,111,91,82,85,88,95,95,101,86,123
40,25,33,39,46,62,60,99,109,110,91,81,84,87,93,94,101,86,123
40,25,33,39,46,62,60,99,109,107,90,81,84,87,91,92,100,85,123
40,25,33,39,46,60,60,97,107,107,88,81,84,87,91,92,100,84,122
40,25,33,39,46,60,60,95,106,106,87,80,80,87,91,92,100,84,122
40,25,33,39,46,60,59,95,106,105,87,78,80,87,91,91,98,84,119
40,25,33,39,46,60,59,95,106,104,87,78,79,86,91,89,96,84,116
40,25,33,39,46,60,59,95,104,104,86,76,78,84,90,89,96,83,116
39,25,33,39,46,59,59,95,103,102,86,76,76,84,88,88,96,83,116
39,25,33,39,46,59,59,95,102,99,85,76,76,82,87,87,96,83,115
39,25,33,39,46,58,59,94,102,97,83,76,76,82,86,87,94,83,114
39,25,33,38,46,57,59,94,101,95,82,75,75,82,86,86,94,82,114
39,25,33,38,46,57,59,94,100,94,79,74,74,82,86,84,93,82,114
39,25,33,37,46,57,59,94,99,93,79,74,74,82,86,83,88,81,114
39,25,33,37,46,57,58,93,99,92,79,73,74,81,86,82,86,80,113
39,25,33,37,46,57,58,92,98,92,78,72,74,79,84,82,85,80,112
38,25,33,37,46,57,58,92,98,90,77,71,74,78,82,82,85,79,111
38,25,33,37,46,57,57,90,98,89,77,71,73,75,81,82,84,79,111
38,25,33,37,46,57,57,89,98,87,75,71,73,74,81,82,83,77,110
38,25,33,37,46,57,57,89,97,86,75,71,73,73,79,81,81,75,110
38,25,33,37,46,57,57,88,97,85,73,69,72,73,78,80,81,75,109
38,25,33,37,46,57,57,86,96,85,71,67,72,73,77,79,81,75,108
37,25,33,37,46,57,57,86,94,84,69,67,71,73,76,79,80,74,108
37,25,33,37,46,57,57,85,91,83,68,67,69,73,76,78,79,74,108
36,25,33,37,46,57,57,82,91,82,68,67,65,73,75,78,79,74,108
36,25,33,37,46,56,57,79,89,82,68,67,65,73,74,75,79,74,108
36,25,33,37,46,56,57,79,87,82,68,67,64,70,74,73,77,74,108
35,25,33,36,46,56,56,78,86,81,68,67,64,69,73,73,76,74,107
35,25,33,36,46,56,56,78,85,80,68,65,64,68,72,72,74,73,107
35,25,33,36,46,56,56,76,85,79,64,65,64,66,72,72,73,73,107
35,25,33,36,46,56,55,75,80,78,64,65,64,66,72,70,73,73,107
35,25,33,36,46,56,55,75,79,76,63,65,64,64,70,69,73,73,106
35,25,33,36,46,56,55,75,77,74,62,65,62,63,68,69,73,73,106
34,25,33,36,45,56,55,73,77,73,62,64,62,63,66,69,71,73,106
34,25,33,35,45,56,55,72,75,73,62,62,62,62,66,68,71,71,106
34,25,33,35,44,55,55,72,74,73,62,61,61,61,65,67,71,70,105
34,25,33,35,44,55,55,71,74,72,62,60,58,61,65,66,70,69,104
34,25,33,34,44,55,53,70,74,71,62,58,57,61,65,65,70,69,103
34,25,33,34,44,55,53,69,73,71,59,57,56,60,65,64,69,69,103
34,25,33,34,43,55,52,68,73,70,58,57,56,57,65,64,68,68,103
34,25,32,34,43,54,52,68,73,68,57,57,54,56,64,63,68,68,103
33,25,32,34,43,54,52,68,73,68,57,57,53,56,63,61,65,68,101
33,25,32,34,43,54,51,67,71,66,56,57,51,56,62,61,65,68,101
33,25,32,34,42,54,51,66,70,66,55,57,50,55,61,61,64,67,100
33,25,32,34,42,54,50,65,69,65,55,57,50,54,61,61,62,65,99
32,25,31,34,42,54,50,64,69,65,54,54,50,54,59,60,62,65,99
31,24,31,34,42,52,49,64,69,64,54,54,50,53,58,60,61,65,98
31,24,31,34,42,52,49,62,66,63,54,53,50,52,57,59,61,65,98
30,24,31,33,41,51,49,61,66,63,54,51,49,51,56,59,61,65,98
30,24,31,33,41,51,49,61,66,62,52,50,48,51,56,57,60,64,97
30,24,31,33,40,51,48,60,66,62,52,50,47,51,55,55,60,62,96
30,24,31,33,40,51,48,59,66,61,52,48,46,47,54,55,60,62,96
29,24,31,33,39,51,48,59,63,61,51,47,46,47,54,55,59,60,96
29,24,31,33,39,51,46,58,62,60,50,47,46,47,54,55,57,59,95
29,24,30,33,39,51,46,58,62,58,48,46,45,46,54,54,57,58,95
29,24,30,33,38,50,45,58,62,58,46,45,45,46,53,54,56,56,95
29,24,30,33,38,49,45,55,62,57,46,44,44,45,52,53,56,56,95
29,24,30,33,38,49,44,55,61,57,45,44,42,44,52,53,53,56,94
28,24,30,33,38,49,43,54,61,55,45,44,42,44,52,50,52,56,93
28,24,30,33,38,49,43,54,59,53,45,42,41,43,51,50,52,56,92
28,23,30,33,37,49,41,54,58,53,44,41,41,43,51,49,52,55,91
28,23,29,33,36,49,41,53,56,53,43,41,41,42,51,48,52,53,91
27,23,28,33,36,48,40,53,56,51,42,41,40,41,51,48,52,52,91
27,22,28,33,36,47,39,51,55,50,42,41,40,40,50,48,52,52,90
27,22,28,33,36,47,39,50,54,49,42,40,38,40,49,48,52,50,89
27,22,28,33,36,47,39,49,53,48,42,39,38,39,47,48,49,50,89
26,22,28,33,35,47,39,48,53,48,39,38,38,39,47,45,49,50,89
26,21,28,33,35,46,38,48,52,47,39,37,38,39,47,43,48,50,88
26,20,28,32,35,46,37,48,50,47,39,37,36,39,46,43,47,50,87
26,20,27,32,35,46,36,47,50,46,39,37,36,39,45,42,44,50,86
25,20,27,32,35,44,36,47,50,46,38,37,35,38,43,42,44,50,84
25,20,27,32,35,44,36,45,48,46,37,36,35,36,43,41,43,50,84
24,20,27,32,33,44,35,45,48,46,37,34,35,36,42,41,43,48,83
