23,39,62,65,81,95,95,99,103,90,91,101,111,118,128,124,128,152,303
23,39,62,65,81,95,94,99,101,89,91,101,109,117,127,122,128,152,303
23,39,62,65,81,94,94,99,101,87,90,100,109,114,127,120,128,152,303
23,39,61,65,79,94,94,99,101,86,90,100,108,113,127,118,128,152,301
23,39,61,65,79,94,93,99,100,86,87,100,106,112,126,118,128,152,300
23,39,60,65,78,93,93,99,100,86,87,99,106,111,123,118,126,152,300
23,39,60,64,78,93,92,98,99,85,87,99,105,110,123,117,126,151,299
23,38,60,64,77,92,92,98,99,85,86,99,103,108,123,116,126,150,299
23,38,60,63,77,92,92,97,99,84,86,99,101,106,121,116,125,150,299
23,38,59,63,77,92,92,97,97,83,85,98,101,106,120,115,124,150,298
23,38,59,62,75,92,92,95,96,83,85,98,101,105,120,115,123,149,297
23,38,58,62,75,92,92,95,94,83,85,96,101,105,119,114,122,147,297
23,38,57,62,75,91,92,95,94,83,84,94,101,105,119,112,120,147,296
23,38,56,61,75,91,91,92,94,83,84,93,100,105,119,111,119,147,296
23,38,56,61,74,91,90,92,93,82,83,92,99,105,118,111,119,147,294
23,38,56,61,73,89,89,91,93,82,81,92,98,105,118,111,118,146,294
23,38,56,61,73,88,88,90,93,81,81,92,98,104,118,109,118,143,294
23,38,56,60,73,88,87,87,93,81,81,92,97,104,118,109,117,142,292
23,38,56,60,73,87,87,87,93,81,81,91,97,103,116,108,117,141,289
23,38,56,59,73,87,87,87,92,80,81,91,97,103,115,107,116,141,285
23,38,56,59,73,87,87,87,92,79,81,91,96,103,115,107,114,138,282
23,38,56,59,72,87,87,87,92,77,80,89,96,103,115,104,114,138,281
23,38,56,59,72,87,87,87,90,76,80,89,96,101,115,102,114,137,279
23,37,56,59,72,87,86,87,90,76,79,88,94,100,115,102,114,136,277
23,37,56,59,72,85,85,87,88,76,79,88,92,100,115,100,114,136,276
23,36,54,59,72,84,84,87,87,75,78,88,92,100,114,100,114,136,275
23,36,54,59,72,84,84,86,86,74,77,88,92,100,113,99,113,136,272
23,36,54,59,70,84,84,86,86,74,76,87,92,100,111,99,113,135,269
23,36,54,59,70,83,84,85,86,74,76,87,92,98,111,98,110,133,269
23,35,54,59,70,83,83,84,86,74,76,86,91,97,110,98,109,132,268
23,35,54,59,70,83,83,83,86,74,73,86,91,96,108,98,108,131,267
23,35,53,59,69,83,83,83,86,74,73,84,90,95,108,98,108,130,264
23,35,53,59,69,83,82,82,86,74,72,82,90,94,108,97,108,129,262
23,35,53,59,69,82,82,82,85,74,72,82,90,93,107,97,108,126,259
23,35,52,59,68,82,82,80,85,74,72,82,90,92,107,97,107,123,258
23,35,52,59,67,82,82,80,84,74,72,82,90,89,105,97,107,122,256
23,35,52,58,67,80,82,80,82,74,72,80,89,88,105,97,107,122,255
22,35,52,57,67,80,81,80,82,74,71,80,88,88,105,96,105,121,254
22,34,52,56,67,80,81,80,81,72,71,80,88,88,103,96,104,120,253
22,34,52,56,67,80,79,80,81,72,71,79,87,88,102,95,103,119,251
22,34,52,56,67,80,79,80,80,71,71,78,86,88,102,93,102,118,249
22,34,52,56,67,79,79,80,80,71,70,78,84,88,101,91,102,116,248
22,34,51,56,66,79,79,80,80,71,70,78,82,88,101,91,101,115,244
22,33,51,56,66,79,79,76,80,71,70,78,81,88,98,91,101,115,243
22,33,50,55,66,78,78,76,79,71,70,78,81,87,98,91,98,114,243
22,33,50,55,66,77,77,76,79,71,70,77,79,86,97,91,98,112,242
21,33,49,55,64,77,77,76,79,71,70,76,79,86,96,90,98,111,240
21,33,48,54,63,77,77,76,79,71,70,75,79,86,95,90,97,109,238
21,33,48,54,62,77,77,76,79,71,69,75,79,85,95,90,96,108,233
21,33,48,54,62,77,76,76,76,70,69,74,79,84,95,90,95,108,231
21,32,46,53,62,76,76,76,75,70,69,74,79,84,95,89,93,108,230
20,31,46,53,62,76,75,76,75,67,69,74,79,84,93,88,93,108,229
20,31,46,53,62,74,75,74,74,67,69,74,79,84,93,88,91,107,227
20,31,46,52,62,73,74,74,74,67,69,74,78,84,93,86,91,105,225
20,31,46,51,61,73,71,74,74,66,69,74,78,84,93,85,91,103,224
20,31,46,51,61,71,71,73,73,66,69,74,78,81,92,85,91,103,222
20,31,46,51,60,71,70,73,73,66,66,74,77,81,92,85,90,103,219
20,31,46,51,60,70,70,73,73,66,66,74,77,80,90,84,88,102,217
20,30,45,51,60,70,69,72,71,66,66,73,77,80,90,84,88,102,214
20,30,44,51,60,68,69,71,70,64,65,73,76,80,90,84,87,102,214
20,30,44,50,60,68,67,70,69,64,64,72,76,79,90,83,87,102,213
20,30,44,50,60,66,67,70,69,64,64,71,75,79,89,83,86,101,210
20,30,44,50,60,66,66,70,68,62,63,70,75,79,89,83,85,100,208
20,30,44,50,57,66,66,68,68,62,63,70,75,78,89,83,84,99,206
19,30,43,50,57,65,66,68,68,62,63,69,75,78,86,82,84,97,206
19,30,43,49,57,65,65,67,67,62,62,69,75,77,85,79,84,97,206
19,30,43,49,56,65,65,67,66,61,61,68,75,76,85,77,84,95,206
19,30,43,49,55,65,65,67,66,58,61,68,74,74,85,77,83,94,205
19,29,42,48,55,65,65,67,66,58,61,67,73,74,85,77,82,94,201
19,29,42,48,55,65,65,67,66,58,60,67,72,74,80,77,80,93,201
19,29,42,48,55,65,65,67,66,58,58,65,72,74,79,77,80,90,199
19,29,42,48,55,65,64,66,66,58,58,65,72,73,79,77,80,90,192
18,29,41,48,55,64,64,66,66,58,57,65,70,72,78,75,80,90,192
18,29,41,47,55,64,64,65,66,58,57,64,69,72,78,74,78,88,191
18,29,40,46,55,63,64,65,66,57,56,63,68,72,78,74,78,88,188
17,29,40,46,54,63,63,63,65,57,56,63,68,72,77,73,76,88,188
17,29,40,46,54,63,63,63,64,57,55,62,67,70,77,72,76,87,186
17,29,40,45,54,63,62,62,63,57,55,62,64,70,77,70,75,87,186
17,29,40,44,53,62,62,62,63,55,55,61,64,68,76,70,75,86,186
17,29,40,44,53,62,62,62,62,55,55,61,64,66,75,69,74,85,183
17,29,39,44,53,62,62,62,61,55,54,59,63,66,74,69,74,84,181
17,28,39,44,51,61,61,62,61,55,53,59,61,66,74,69,74,83,180
17,28,39,43,51,61,60,62,61,54,53,59,61,66,73,69,74,80,177
17,27,38,43,51,60,60,60,61,53,53,59,61,65,72,69,74,79,176
17,27,38,42,51,60,60,60,61,53,52,58,60,65,72,67,71,79,175
16,27,38,42,51,60,60,59,61,53,52,57,60,64,71,66,70,78,173
16,27,38,41,51,58,60,58,60,51,52,57,60,64,71,66,70,78,170
16,26,38,41,51,58,58,58,60,50,51,56,60,63,71,66,68,77,170
16,25,38,41,51,56,57,57,60,50,51,56,58,63,71,64,68,77,169
15,25,37,40,50,56,56,57,59,50,51,55,58,62,71,64,68,76,168
15,25,37,40,50,56,56,57,58,50,51,55,58,62,68,63,68,75,164
15,24,37,40,49,56,55,57,58,50,51,55,58,61,67,62,68,74,161
15,24,35,40,49,55,55,56,58,50,51,55,57,60,67,62,65,74,160
15,24,35,40,48,55,55,55,55,50,50,54,57,60,67,61,64,73,160
15,24,35,39,48,55,54,55,54,50,50,54,57,59,67,61,62,72,157
15,24,35,39,48,53,54,54,54,50,49,53,57,59,65,60,62,72,155
15,24,35,38,48,53,51,53,54,50,48,53,57,57,64,60,62,71,155
15,24,35,38,46,50,51,53,51,49,48,53,57,57,64,59,62,71,155
15,24,35,38,46,50,50,53,51,49,47,53,55,56,62,59,61,70,154
14,24,35,38,46,50,50,53,51,49,46,53,54,56,60,58,61,68,152
14,24,34,38,46,50,50,53,51,48,45,51,54,55,59,58,61,68,149
14,24,34,38,46,50,49,52,51,48,44,51,52,55,59,56,59,67,149
14,24,33,37,46,49,49,51,51,48,44,50,52,55,59,56,59,67,144
14,24,33,36,46,49,49,51,49,48,43,49,52,55,59,56,58,65,142
14,23,33,36,46,49,48,51,48,47,43,49,51,53,59,56,58,65,139
14,22,33,36,45,48,47,51,48,46,43,49,51,52,58,55,58,64,138
14,21,33,36,44,47,46,50,48,45,43,49,51,52,57,55,57,62,138
14,21,33,36,42,46,46,49,48,44,43,49,50,52,55,54,57,62,137
14,21,32,34,42,46,45,48,47,44,43,48,50,51,55,54,57,62,135
14,21,32,34,42,45,44,48,47,44,43,48,49,50,53,54,55,61,134
14,21,32,34,42,44,44,48,46,44,42,47,48,50,52,53,55,60,132
14,21,31,34,41,44,43,48,46,42,41,46,47,50,52,53,54,60,131
14,21,31,33,40,43,43,48,46,42,40,46,46,49,52,51,54,59,130
14,21,30,33,40,43,43,48,46,41,40,45,46,49,52,50,51,57,129
14,20,30,32,38,43,43,48,45,41,40,44,45,49,52,50,50,56,128
14,19,30,32,38,43,43,44,45,41,40,43,45,49,50,50,49,55,128
14,19,29,32,38,43,43,43,44,40,39,42,45,48,49,50,49,55,126
14,19,29,32,38,42,42,41,43,38,39,42,45,48,49,49,49,55,124
12,19,28,31,38,42,42,41,43,38,37,42,44,47,49,48,48,55,124
12,19,28,28,38,42,42,41,42,38,36,42,44,47,49,46,48,55,121
11,19,28,28,38,42,42,40,41,36,36,41,44,47,48,46,48,53,120
11,19,28,28,37,41,42,40,41,36,36,41,43,46,48,45,46,52,118
11,19,28,28,37,40,39,39,41,36,36,40,42,46,48,44,46,50,118
11,19,27,28,37,39,39,39,41,36,36,37,41,44,46,44,46,50,118
11,19,27,28,37,39,37,38,40,36,35,37,41,43,46,44,44,50,116
11,19,27,28,36,37,37,38,40,36,34,37,41,42,42,44,44,49,116
11,19,27,28,36,37,37,38,39,35,34,36,41,41,42,42,44,49,112
11,19,26,27,36,37,36,38,39,33,34,36,41,41,41,42,44,48,109
10,19,26,27,36,36,36,36,39,33,34,36,39,41,41,40,42,48,109
10,16,26,27,32,36,36,36,39,33,34,36,39,39,41,40,41,48,109
10,16,26,27,32,36,36,36,39,33,33,35,39,38,41,40,38,46,107
10,16,26,27,32,36,36,35,37,32,32,34,36,37,41,40,38,46,107
10,16,24,26,32,35,35,35,37,32,32,34,35,37,41,39,38,46,104
10,16,24,26,31,34,34,35,35,32,32,34,35,37,41,38,37,45,102
10,16,24,26,31,34,33,35,35,31,32,32,34,35,40,37,37,45,101
10,16,24,26,31,33,33,34,34,31,32,32,34,34,39,35,37,43,100
10,16,23,25,31,33,33,34,34,31,31,31,34,34,39,35,36,40,98
10,15,23,25,30,31,33,34,33,31,31,31,31,34,38,34,36,40,98
