161,60,174,93,229,146,301,164,334,248,426,255,396,240,324,168,260
161,60,174,93,228,146,300,164,333,247,425,253,395,238,324,168,260
161,60,174,93,227,145,297,164,331,247,423,252,395,238,324,168,260
160,60,173,92,227,144,295,164,331,247,422,252,393,237,324,168,260
160,60,173,92,226,144,294,163,329,247,422,250,392,237,323,167,260
160,60,173,92,225,144,293,163,327,247,421,250,392,235,320,167,260
160,60,173,92,224,144,292,163,327,245,419,250,392,233,318,167,260
160,60,173,92,222,144,292,163,325,245,419,248,390,232,317,167,260
160,60,173,92,222,144,291,163,322,244,417,248,388,232,317,166,260
160,60,173,92,221,143,290,163,322,244,414,247,386,232,317,166,259
160,60,173,91,219,143,289,163,320,244,412,247,385,232,317,166,258
159,60,173,91,219,142,288,163,319,243,410,246,384,231,317,166,258
159,60,172,91,219,141,287,163,316,243,410,246,383,231,314,166,258
159,60,171,91,219,140,286,163,315,241,410,246,382,230,312,166,258
159,59,170,91,219,140,286,161,314,239,409,245,382,229,312,166,258
158,59,170,91,218,140,285,159,313,238,408,244,382,229,311,166,258
158,59,170,91,218,140,285,157,312,238,408,243,379,229,308,166,258
158,59,170,91,218,139,285,156,311,237,407,243,378,228,307,164,258
157,59,170,91,218,139,284,156,311,236,405,242,377,228,307,162,257
156,59,170,90,217,139,283,156,311,234,402,242,377,228,307,162,256
156,58,170,90,217,139,283,154,311,234,402,242,377,228,303,161,254
156,57,170,90,217,138,282,154,311,232,400,241,377,227,303,161,253
156,57,170,90,215,137,281,153,310,231,399,240,376,227,303,161,253
156,57,170,90,215,137,280,153,309,229,398,240,374,225,302,161,253
156,57,170,90,215,137,280,152,308,229,396,240,371,225,301,159,253
155,57,170,90,215,136,276,151,307,229,396,239,370,225,301,159,253
155,57,170,90,215,136,274,151,305,228,394,239,370,224,299,159,253
155,57,170,90,215,136,273,151,305,227,392,237,369,223,298,159,252
155,57,169,90,215,136,273,151,302,226,392,234,368,223,298,159,251
154,56,169,88,215,136,273,151,302,226,390,234,367,223,295,159,251
153,56,167,88,214,136,273,151,301,226,390,234,364,223,295,158,250
153,56,167,88,214,136,272,150,299,225,389,233,364,223,294,157,249
153,56,167,88,214,136,272,149,296,225,389,231,363,222,293,157,248
152,56,167,88,212,136,269,149,296,224,389,231,362,221,293,157,247
152,56,165,88,210,136,269,149,295,224,386,231,361,221,293,157,246
152,56,165,88,209,136,269,148,295,224,385,231,360,221,291,154,245
152,56,165,88,208,136,268,148,295,222,384,231,360,219,289,153,245
151,56,165,88,208,136,268,147,295,220,381,231,358,219,288,153,245
151,55,165,88,207,134,267,147,295,219,381,231,358,217,288,153,243
151,55,165,87,207,133,266,146,295,218,380,230,357,216,287,153,243
151,55,164,86,207,132,265,145,295,218,379,230,356,214,286,153,243
151,55,164,84,206,131,264,145,294,218,379,230,356,214,285,153,240
151,55,163,83,206,131,263,145,293,217,379,229,355,213,284,152,240
151,55,163,83,206,131,262,144,293,217,378,229,353,213,282,152,237
151,55,163,83,206,131,261,144,293,217,378,229,351,212,279,151,235
151,55,163,83,204,131,261,144,293,216,376,229,350,211,278,149,235
151,55,161,83,204,131,261,144,292,216,374,228,349,210,276,149,235
151,55,161,83,203,131,261,144,292,214,371,228,348,209,274,149,235
151,55,161,83,203,130,261,144,291,212,371,228,348,206,271,149,235
151,55,160,83,203,130,260,144,291,212,369,227,348,206,269,148,233
151,55,159,82,203,130,260,144,289,211,369,225,348,206,268,147,232
151,55,159,82,203,130,259,144,289,211,365,225,348,203,268,147,230
151,55,158,81,203,130,259,144,288,210,365,225,345,202,266,147,230
150,55,158,81,202,130,258,143,288,210,362,225,344,202,265,146,230
150,54,158,81,202,130,258,143,288,210,362,225,343,199,263,145,228
150,54,157,81,202,130,258,143,288,209,361,225,342,198,263,142,226
150,54,157,80,201,130,256,143,288,209,360,225,340,197,263,142,224
150,52,157,80,200,130,256,143,286,207,360,225,339,195,263,142,224
150,52,157,80,200,130,255,143,286,207,358,225,336,195,262,141,222
150,52,157,80,200,130,254,143,286,207,358,222,334,193,261,140,222
150,52,157,80,200,130,252,143,286,206,357,222,332,192,261,138,221
150,52,156,80,200,130,250,142,286,205,356,221,330,192,260,138,221
150,52,156,79,199,130,248,142,283,205,356,220,329,192,259,138,221
150,52,156,79,199,129,248,141,282,205,354,220,327,191,258,138,220
149,52,156,79,196,128,247,141,282,204,353,220,326,191,257,138,220
149,52,156,79,196,128,247,141,280,203,352,218,326,190,256,136,220
149,52,155,79,196,127,247,141,280,203,350,218,323,189,255,136,219
149,52,155,79,193,127,247,140,278,203,350,218,323,189,254,135,217
148,52,155,79,193,127,246,140,276,203,349,216,321,188,254,135,217
148,52,155,79,193,127,244,140,273,203,348,216,318,188,253,135,217
148,52,155,79,192,127,243,140,272,201,348,215,317,188,252,134,216
147,52,155,79,191,127,242,140,272,201,346,214,316,188,251,134,214
145,52,155,79,191,126,241,140,272,201,345,213,314,188,250,134,213
145,52,155,79,189,126,241,140,270,200,342,213,314,188,249,134,212
145,52,155,79,188,125,241,140,269,199,340,213,313,188,246,134,212
144,52,155,79,188,125,240,140,268,198,339,212,313,187,246,134,209
144,52,154,79,187,125,240,139,267,198,337,212,313,187,243,133,209
144,52,154,79,186,125,239,139,266,198,337,212,311,185,241,132,209
144,52,154,79,186,125,239,138,265,196,337,212,308,185,239,131,209
144,52,154,78,186,125,239,137,263,195,336,210,307,185,239,130,209
144,52,153,78,186,125,238,136,262,194,335,210,306,185,238,130,207
144,52,152,78,185,124,236,136,262,193,334,209,304,185,238,130,207
144,52,152,78,185,123,236,136,261,193,332,208,301,185,237,130,206
143,52,152,78,185,123,236,136,261,193,328,208,301,184,233,130,206
142,52,152,78,185,122,236,136,260,192,328,206,300,184,232,128,206
142,52,152,78,185,120,235,136,259,192,328,205,299,183,231,128,204
142,51,151,77,185,120,233,136,259,191,327,205,297,183,231,128,203
142,51,151,77,185,119,232,136,259,189,324,205,295,183,231,127,203
141,51,151,77,184,119,231,135,257,189,324,203,295,182,230,127,203
141,50,151,77,184,119,231,135,257,186,323,203,293,180,229,127,203
141,50,150,77,184,119,231,135,256,184,323,202,293,176,228,127,203
141,50,150,77,183,119,230,135,255,184,321,201,293,176,227,127,200
141,50,149,77,183,119,230,135,254,184,320,197,293,175,227,126,199
140,50,149,77,182,119,229,135,253,184,319,196,291,175,225,126,199
140,50,149,77,182,118,228,135,253,183,318,195,290,175,225,124,197
140,50,149,77,182,118,228,135,253,182,317,195,288,174,222,124,195
140,50,149,77,182,117,227,135,251,181,314,195,288,174,222,123,194
140,50,148,77,181,117,227,135,250,181,314,195,288,172,222,121,191
140,50,148,76,179,116,227,135,250,180,314,195,286,170,221,121,191
140,50,147,76,179,116,227,135,247,180,312,195,284,169,220,121,191
140,50,147,76,178,113,226,135,247,180,312,195,283,167,218,121,191
140,50,146,75,177,113,226,134,247,180,312,194,282,165,218,120,190
140,50,146,75,176,113,226,132,246,180,311,194,281,164,216,119,190
140,48,145,75,176,113,226,132,244,178,310,194,281,163,215,119,190
140,48,144,74,175,113,225,132,243,178,309,194,280,162,215,118,189
140,48,142,74,175,113,225,132,243,178,308,192,278,162,212,118,189
139,48,142,73,174,113,224,132,242,178,306,191,276,162,212,118,189
139,48,142,73,174,113,223,132,241,178,304,189,275,162,212,117,187
139,47,142,73,174,113,223,132,241,177,302,189,274,160,210,117,186
138,47,142,73,174,113,223,132,241,176,299,189,273,159,207,117,186
137,47,142,73,173,111,222,131,241,176,299,189,273,158,206,116,185
137,47,142,73,173,111,220,130,241,176,298,189,268,158,206,115,185
137,47,142,73,173,111,217,129,240,176,298,189,265,158,206,113,185
137,47,142,73,173,110,217,129,238,175,296,188,264,158,205,113,184
137,47,141,73,171,110,216,129,236,174,296,187,264,158,204,113,183
136,47,141,73,170,110,215,127,235,174,296,187,260,158,204,113,183
136,47,141,73,169,109,214,127,234,174,294,187,259,156,203,113,183
135,47,140,72,169,109,214,127,233,174,294,187,258,154,202,112,182
135,47,140,72,169,109,214,127,233,173,291,185,257,153,200,112,182
134,47,140,72,168,109,214,127,233,171,288,185,256,152,200,111,182
134,45,140,72,168,109,214,127,233,171,288,185,256,151,198,111,177
132,45,139,72,168,109,214,127,233,171,288,185,255,150,196,109,176
130,44,138,72,168,109,213,127,230,171,287,185,255,149,196,109,176
129,44,138,72,167,109,212,127,230,171,286,184,254,149,194,108,175
129,44,136,72,165,109,212,127,229,169,286,184,253,149,193,107,175
129,44,136,72,165,107,211,127,229,169,283,183,252,149,191,107,175
128,44,136,72,165,107,209,126,229,168,283,181,251,149,190,107,174
127,44,134,72,165,106,209,125,228,168,281,181,249,149,190,107,174
127,44,134,72,164,106,207,125,227,168,280,181,248,147,190,106,173
127,44,132,71,164,106,205,123,226,168,279,181,247,147,190,106,173
127,43,132,71,164,106,204,123,224,168,277,181,246,147,187,106,173
127,43,132,71,164,106,204,122,223,167,277,181,245,147,184,105,171
127,43,132,71,164,106,203,122,221,166,275,179,243,147,184,105,171
126,43,132,71,163,105,202,122,220,166,274,178,243,146,183,105,170
126,43,132,71,163,105,201,121,218,166,274,178,241,144,182,105,169
125,43,132,71,162,104,201,120,217,166,273,177,241,144,182,104,167
124,43,132,71,161,104,200,120,215,165,272,177,240,143,182,104,166
124,43,131,71,160,104,200,119,214,164,271,177,238,142,182,103,166
123,43,130,71,160,104,200,118,213,164,269,177,236,142,182,102,165
123,43,130,71,160,102,199,117,210,164,269,176,235,142,182,102,164
123,43,130,71,160,102,199,116,210,164,267,173,233,141,181,102,164
122,43,130,71,159,102,199,116,209,163,266,173,232,138,180,102,164
122,43,130,71,159,102,198,116,208,162,264,171,230,138,180,101,164
121,43,130,70,159,102,197,116,208,162,263,171,229,136,179,100,163
121,43,129,70,158,102,197,116,207,162,260,171,228,135,178,99,163
121,42,129,70,158,101,197,116,207,161,259,168,228,135,176,99,162
121,42,128,70,158,101,196,115,207,161,258,167,224,135,176,99,161
121,42,127,70,157,101,195,115,206,161,257,166,223,135,174,99,160
121,42,127,70,156,100,195,112,205,160,257,165,223,135,174,98,159
121,42,127,70,155,100,194,110,205,158,257,165,223,134,173,97,158
121,42,126,70,155,99,192,110,204,158,256,165,223,134,172,97,155
121,42,123,70,155,99,192,110,202,158,255,165,221,134,171,96,155
120,42,122,70,155,99,191,110,201,158,252,165,219,133,171,96,155
120,42,122,70,154,99,191,110,201,157,251,164,215,132,171,96,154
119,42,122,70,153,99,191,109,200,156,248,164,214,132,171,95,154
119,42,122,69,153,99,189,109,199,155,246,164,212,132,170,95,154
119,42,122,69,153,99,189,109,198,154,245,164,210,132,169,94,151
119,42,122,69,152,99,188,109,197,152,244,164,208,132,167,94,151
